ID,xmi_id,"cls_xmi_id","cls_name","cls_visibility"
30,5,"UMLClass.24","FLASH MEMORY ARRAYPAGE 5121528 BYTES","public"
31,6,"UMLClass.24","RASH MEMORY ARRAYPAGE 5121528 BYTES","public"
98,14,"UMLClass.24","ParamSet","public"
99,14,"UMLClass.25","GraphNode 1","public"
100,14,"UMLClass.26","Element","public"
101,14,"UMLClass.27","Circuit","public"
102,14,"UMLClass.28","Model","public"
103,14,"UMLClass.29","Xsubckt","public"
104,14,"UMLClass.30","Terminal","public"
105,14,"UMLClass.31","SubCircuit","public"
106,14,"UMLClass.32","OutRequest","public"
107,14,"UMLClass.33","InternalTerminal","public"
108,14,"UMLClass.34","ParamError","public"
109,14,"UMLClass.35","CircuitError","public"
243,29,"UMLClass.24","ClassifyWorker","public"
244,29,"UMLClass.25","key—>inheritance—*awareness","public"
245,29,"UMLClass.26","EMPTY","public"
246,29,"UMLClass.27","EMPTY","public"
247,29,"UMLClass.28","LoadWorker","public"
248,29,"UMLClass.29","EMPTY","public"
249,29,"UMLClass.30","SaveWorker","public"
250,29,"UMLClass.31","DrawWorker","public"
251,29,"UMLClass.32","TwoDeeOvervi ew","public"
252,29,"UMLClass.33","Profile","public"
253,29,"UMLClass.34","Worker","public"
254,29,"UMLClass.35","Sel ec tionBox","public"
255,29,"UMLClass.36","BoxOverlay","public"
256,29,"UMLClass.37","LagDisplay","public"
263,31,"UMLClass.24","EMPTY","public"
264,31,"UMLClass.25","Event","public"
265,32,"UMLClass.24","EMPTY","public"
266,32,"UMLClass.25","Category","public"
267,32,"UMLClass.26","Thread","public"
268,32,"UMLClass.27","Post","public"
269,33,"UMLClass.24","EMPTY","public"
270,33,"UMLClass.25","name Stringicon Stringdescription Stringun String","public"
271,34,"UMLClass.24","EMPTY","public"
272,34,"UMLClass.25","Guide","public"
273,35,"UMLClass.24","EMPTY","public"
274,35,"UMLClass.25","Message","public"
289,37,"UMLClass.24","TosfComponnt","public"
290,37,"UMLClass.25","TostCase","public"
291,37,"UMLClass.26","TestSuito","public"
292,38,"UMLClass.24","EMPTY","public"
293,38,"UMLClass.25","FunctionHandleTestCase","public"
294,39,"UMLClass.24","I TestRunMonitor I","public"
295,39,"UMLClass.25","TestRunLogger","public"
296,39,"UMLClass.26","CommandWindowTestRunDisplay","public"
362,48,"UMLClass.24","Deac onObservable","public"
363,48,"UMLClass.25","interfaceDeac o nO bs erver","public"
364,48,"UMLClass.26","onPushDeaconResponseonErrorDeaconErroronReconnect","public"
365,48,"UMLClass.27","Runnable","public"
366,48,"UMLClass.28","DeaconService","public"
367,48,"UMLClass.29","DeaconRunnable","public"
368,48,"UMLClass.30","data cIassSubscription","public"
369,48,"UMLClass.31","Deacon","public"
370,48,"UMLClass.32","UserAp p","public"
371,48,"UMLClass.33","Message","public"
383,50,"UMLClass.24","botprint","public"
384,50,"UMLClass.25","Canvas2D","public"
385,50,"UMLClass.26","Preview3D","public"
386,50,"UMLClass.27","ellipseHandler","public"
387,50,"UMLClass.28","circieHandler","public"
388,50,"UMLClass.29","rectangIeHan’d1","public"
389,50,"UMLClass.30","freeshapeHan die r","public"
390,50,"UMLClass.31","editHandler","public"
391,50,"UMLClass.32","resizer","public"
392,50,"UMLClass.33","rotator","public"
393,50,"UMLClass.34","remover","public"
394,50,"UMLClass.35","abstractDrawHandler I","public"
395,50,"UMLClass.36","EMPTY","public"
441,55,"UMLClass.24","joueur","public"
442,55,"UMLClass.25","Station de recherche","public"
443,55,"UMLClass.26","Cite","public"
444,55,"UMLClass.27","Carte Infection","public"
445,55,"UMLClass.28","Role","public"
446,55,"UMLClass.29","Equipe","public"
447,55,"UMLClass.30","Carte joueur","public"
448,55,"UMLClass.31","Pandémie","public"
449,55,"UMLClass.32","Pile de carte","public"
450,55,"UMLClass.33","Carte Epidemie","public"
451,55,"UMLClass.34","Carte Spéciale","public"
452,55,"UMLClass.35","Maladie","public"
453,55,"UMLClass.36","Liste de cartes défausses","public"
454,55,"UMLClass.37","EMPTY","public"
455,55,"UMLClass.38","EMPTY","public"
456,56,"UMLClass.24","DataCache","public"
457,56,"UMLClass.25","I Model","public"
458,56,"UMLClass.26","EMPTY","public"
459,56,"UMLClass.27","DataConverterService","public"
460,56,"UMLClass.28","interfacelExtendedVersionHandler","public"
461,56,"UMLClass.29","SolverService","public"
462,56,"UMLClass.30","EMPTY","public"
463,56,"UMLClass.31","OutputSou rceCodeService","public"
464,56,"UMLClass.32","UserSelectablePolynomial","public"
465,56,"UMLClass.33","UserDefinedFunction","public"
466,56,"UMLClass.34","Spline","public"
467,56,"UMLClass.35","EMPTY","public"
468,56,"UMLClass.36","EMPTY","public"
469,56,"UMLClass.37","EMPTY","public"
470,56,"UMLClass.38","UserSelectablePolyration al","public"
640,70,"UMLClass.24","Tetherball LLC","public"
641,70,"UMLClass.25","Links","public"
642,70,"UMLClass.26","EMPTY","public"
643,70,"UMLClass.27","SMS","public"
644,70,"UMLClass.28","7Digit Numeric String","public"
645,70,"UMLClass.29","EMPTY","public"
646,70,"UMLClass.30","ReceiverWants to Opt4nhas no app","public"
647,70,"UMLClass.31","TetherballcEic","public"
686,75,"UMLClass.24","DProperty","public"
687,75,"UMLClass.25","KnownProperty","public"
688,75,"UMLClass.26","UnknownProperty","public"
689,75,"UMLClass.27","CirPropertyBase","public"
690,75,"UMLClass.28","PhpField","public"
691,75,"UMLClass.29","PhpPropertypositionoverridesimplements","public"
692,75,"UMLClass.30","CirProperty","public"
693,75,"UMLClass.31","CirField","public"
694,75,"UMLClass.32","CirEvent","public"
695,75,"UMLClass.33","PhpFieldBuilder","public"
696,75,"UMLClass.34","PhpPropertyBuilder","public"
895,96,"UMLClass.24","WebAppi i cciti. on","public"
896,96,"UMLClass.25","MyWebApplication","public"
897,96,"UMLClass.26","Appli cationContextAware","public"
1047,115,"UMLClass.24","FormComponentl","public"
1048,115,"UMLClass.25","e TextFieLdl","public"
1049,115,"UMLClass.26","0 Button 1","public"
1050,115,"UMLClass.27","e TextArea 1","public"
1051,115,"UMLClass.28","DropDownChoice 1","public"
1052,116,"UMLClass.24","Root","public"
1053,116,"UMLClass.25","EMPTY","public"
1054,116,"UMLClass.26","EMPTY","public"
1055,116,"UMLClass.27","EMPTY","public"
1056,116,"UMLClass.28","EMPTY","public"
1057,116,"UMLClass.29","EMPTY","public"
1058,116,"UMLClass.30","EMPTY","public"
1059,116,"UMLClass.31","EMPTY","public"
1074,119,"UMLClass.24","EMPTY","public"
1075,119,"UMLClass.25","EMPTY","public"
1076,119,"UMLClass.26","• _ded deck• flayer_hand blackjack_han&• _dealer_hand blackjack_hand","public"
1077,119,"UMLClass.27","• _deck 1 deck jIayer_hand  beggar_flan&• _deaer_hand beg9ar_hand• _acive_hand  beqgar_hand _discard_hand d&ard_hand* penaky_cards nt","public"
1078,119,"UMLClass.28","EMPTY","public"
1079,119,"UMLClass.29","S _cards stdvecor<card’>S score mt","public"
1080,119,"UMLClass.30","deck I","public"
1081,119,"UMLClass.31","discard hand","public"
1082,119,"UMLClass.32","card","public"
1083,119,"UMLClass.33",".ccenum>>suit","public"
1084,119,"UMLClass.34","<<enurn>rank","public"
1085,120,"UMLClass.24","UNKNOWNT pueq aupeUNKNOWNT  puq aeap","public"
1086,120,"UMLClass.25","EMPTY","public"
1087,120,"UMLClass.26"," _deck deckjIayer hand b1ackackhand _dealer_hand blackjack_hand","public"
1088,120,"UMLClass.27"," _deck deck• p’ayer_hand beggar_han&• _deaer_hand bggar_hanc1• _acIve_hand  beqgar_hand* discard_hand discard hand’ penaIy cards nt","public"
1089,120,"UMLClass.28","EMPTY","public"
1090,120,"UMLClass.29","card_hand","public"
1091,120,"UMLClass.30","deck","public"
1092,120,"UMLClass.31","EMPTY","public"
1093,120,"UMLClass.32","EMPTY","public"
1094,120,"UMLClass.33","suit","public"
1095,120,"UMLClass.34","<<enumrank","public"
1112,126,"UMLClass.24","d I arat ion","public"
1113,127,"UMLClass.24","code interactiveinterpreter I","public"
1114,127,"UMLClass.25","code interactiveConsole","public"
1115,127,"UMLClass.26","SimpIeR EPL","public"
1116,128,"UMLClass.24","SRAdzlress","public"
1117,129,"UMLClass.24","SBAttachl nfo","public"
1118,130,"UMLClass.24","EMPTY","public"
1119,131,"UMLClass.24","ranges_access","public"
1120,132,"UMLClass.24","SBBreakpoint","public"
1121,133,"UMLClass.24","SflflreakpointLacation","public"
1122,134,"UMLClass.24","SBBroa±aster","public"
1123,135,"UMLClass.24","SBCommandl nterpreter","public"
1124,136,"UMLClass.24","SBCommunic at ion","public"
1125,137,"UMLClass.24","SBCompiIeU nit","public"
1126,138,"UMLClass.24","SBD at a","public"
1127,139,"UMLClass.24","SBDebuer","public"
1128,140,"UMLClass.24","SRDeclaration","public"
1129,141,"UMLClass.24","EMPTY","public"
1130,142,"UMLClass.24","EMPTY","public"
1131,143,"UMLClass.24","SRExpressionOptions","public"
1132,144,"UMLClass.24","SBFiIeSpec","public"
1133,145,"UMLClass.24","SRFiIeSpec List","public"
1134,146,"UMLClass.24","EMPTY","public"
1135,147,"UMLClass.24","SRFunction","public"
1136,148,"UMLClass.24","SRH ostOS","public"
1137,149,"UMLClass.24","SBInputR eader","public"
1138,150,"UMLClass.24","SBlnstruction","public"
1139,151,"UMLClass.24","SBI nstructionList","public"
1140,152,"UMLClass.24","SBLaunchl nfo","public"
1141,153,"UMLClass.24","SBLineEntry","public"
1142,154,"UMLClass.24","SBListener","public"
1143,155,"UMLClass.24","SRMcduIe","public"
1144,156,"UMLClass.24","compile_units_access","public"
1145,157,"UMLClass.24","re_compileJype","public"
1146,158,"UMLClass.24","SflModuleSpec List","public"
1147,159,"UMLClass.24","SBProcess","public"
1148,160,"UMLClass.24","SBSection","public"
1149,161,"UMLClass.24","SBSourceManager","public"
1150,162,"UMLClass.24","SBStringList","public"
1151,163,"UMLClass.24","SBSymboI","public"
1152,164,"UMLClass.24","SBSymbolContextList","public"
1153,165,"UMLClass.24","SBTarget","public"
1154,166,"UMLClass.24","SRTypeList","public"
1155,167,"UMLClass.24","S9TypeMember","public"
1156,168,"UMLClass.24","SBTypeNameSpecifier","public"
1157,169,"UMLClass.24","SBTypeSummary","public"
1158,170,"UMLClass.24","SBTypeSynthetic","public"
1159,171,"UMLClass.24","SBThread","public"
1160,172,"UMLClass.24","EMPTY","public"
1161,173,"UMLClass.24","SBTypeCategory","public"
1162,174,"UMLClass.24","formatters_access_class","public"
1163,175,"UMLClass.24","SBTypeFilter","public"
1164,176,"UMLClass.24","SBVaIue I","public"
1165,177,"UMLClass.24","value","public"
2710,605,"UMLClass.24","<<Java Class>>OWizardElectricalSetupinverterscom.aronyrni.5oI3r.r4rod","public"
2711,605,"UMLClass.25","<<Java Class>>G Inverterinformation Serviceoom.aronymots.soIar.cliert","public"
2712,605,"UMLClass.26","<<Java Class>>GWizardElectricalcomaronymous soar.arro","public"
2713,605,"UMLClass.27","<<Java Class>>ecom.arorymous.otar.shared","public"
2714,605,"UMLClass.28","<<Java Class>>SolarAlertDialog","public"
2715,606,"UMLClass.24","<<Java Class>>GWizardLocationom.arnymo. 3r.arroa","public"
2716,606,"UMLClass.25","<<Java Class>>Location DataExceptioncon a oryn ua. soLar. shar€","public"
2717,606,"UMLClass.26","<<Java Class>>G LocationListenerimpi","public"
2718,606,"UMLClass.27","<<Java Cass>>O SolarAlertDialogcom.anonymoLr3. soL3r.andro","public"
2719,606,"UMLClass.28","<<Java Class>>GWizardLocationltemOverlaycom.aror.ymos.soar.arbdro","public"
2720,606,"UMLClass.29","<<Java Class>>LocationDataoorn.aronynoLs.s1sr. shre","public"
2721,606,"UMLClass.30","<<Java Class>>e WizardLocation SetupLocationscomaronyroLis.olar.3rdroi","public"
2722,606,"UMLClass.31","<<Java Class>>Locationlnformation Servicecom.aronymous.oLar.chent","public"
2723,607,"UMLClass.24","<<Java Class>>SolarpanelExceptioncom.arorynous.sr.stre","public"
2724,607,"UMLClass.25","<<Java Class>>ocom.aronyrno. sr.andro","public"
2725,607,"UMLClass.26","<<Java Class>>G SolarAlertDialogom.aonys.r.arro","public"
2726,607,"UMLClass.27","<<Java Class>>0 SolarPanelcomaronymous. sor.sar","public"
2727,607,"UMLClass.28","<<Java Class>>sensorEventHandlercornaronymouoI3r.arro","public"
2728,607,"UMLClass.29","<<Java Class>>GWizardPanelSetupPanelscon .aronyrnoLs.oL3r.ar.rc","public"
2729,607,"UMLClass.30","<<Java Class>>O SolarPanelscom.ar.yns.soar.shar","public"
2730,607,"UMLClass.31","<<Java Class>>3 Panelinformation Serviceoorn.aronyrnoLs. scarchent","public"
2731,607,"UMLClass.32","<<Java Class>>G SolarPanelsExceptioncon.anorymous. solar. ssrso","public"
2732,608,"UMLClass.24","<<Java Ctass>>WizardResuIts","public"
2733,608,"UMLClass.25","<<Java Class>>ecom.aronymots.ar.cbnt","public"
2734,608,"UMLClass.26","<<Java Class>>O SolarSetupExceptioncon’ .aronyrnos. soar.share","public"
2735,608,"UMLClass.27","<<Java Class>>WizardResuItsGetResuItscoma ymou 1ar.rrc","public"
2736,608,"UMLClass.28","<<Java Class>>SoIarAIertDiaIogoom.aronymoLs. r.arro","public"
2737,608,"UMLClass.29","<<Java Class>>I e SolarSetupcorTtanonymou3.sar.sh3re","public"
2738,608,"UMLClass.30","<<Java Class>>WizardResLuItGraph","public"
2739,608,"UMLClass.31","<<Java Class>>WizardResuItsComparisoncorn.aror.ymous .soL3r.ardro","public"
2740,608,"UMLClass.32","<<Java Class>>SolarResultExceptionoom.amonyrrous.sar. st3re","public"
2741,608,"UMLClass.33","<<Java Class>>SolarResultcom.aronyrnoLs.soIar. shared","public"
2742,609,"UMLClass.24","<<Java Class>>eWizardTaiiucom.anonymous. soLar.arro","public"
2743,609,"UMLClass.25","<<Java Class>>G CustomerDataoom.anonynous.sIar. st’3r","public"
2744,609,"UMLClass.26","<<Java Class>>SolarAlertDialogcon.arym.ar.ardro","public"
2745,609,"UMLClass.27","<<Java Class>>OWizardTariltSetupTariftcom.arorynous.soL3r.arbdro","public"
2746,609,"UMLClass.28","<<Java Class>>3 TariffRatecorn. ironyrno. solar. alarec","public"
2747,609,"UMLClass.29","<<Java Class>>Tarifflnformation Servicern .arorynoLs.soIar.cent","public"
2748,609,"UMLClass.30","<<Java Class>>e TarifiRateExceptioncom.aronyrnoL5","public"
3011,633,"UMLClass.24","User","public"
3012,633,"UMLClass.25","Teachinqilanager","public"
3013,633,"UMLClass.26","Teacher","public"
3014,633,"UMLClass.27","Student","public"
3015,633,"UMLClass.28","UserManaqer","public"
3016,633,"UMLClass.29","Teaches","public"
3017,633,"UMLClass.30","EMPTY","public"
3018,633,"UMLClass.31","Classlianaqer","public"
3019,633,"UMLClass.32","EMPTY","public"
3020,633,"UMLClass.33","Enrolment","public"
3021,633,"UMLClass.34","Enrolmentilanager","public"
3168,647,"UMLClass.24"," tontrolleri) — Controller StartlinFile string. outFile string) actionAddToCart actionRemoveFromCart actionViewCart actionListltems actionCheckout actionShowShopltems actionAddCopiestoltem actionChangeltemCost actionAddnewUser Login))  bool","public"
3169,647,"UMLClass.25"," snopi — shop getltems addltemitem  Item*","public"
3170,647,"UMLClass.26"," Modelt) — Modell) addToCartItem ltem* removeFromCartlltem  Item*) getShoppingCartltems tryUpdateShopltemitem  Item*. isEversion  bool getUserild string) User* addUserluser User) getShopltemsl) vector< Item * getShopltemslcontainsTitle  string*)  vec","public"
3171,647,"UMLClass.27"," Viewl) — View showSbopperMenushopper string showAdminMenuladmin  string)  mt showLoginMenu getinputi.)  string writeMessagemessage  string& selectltemitemList  vector< Item * >* getsearchltemi)  string numberlnputmessage  string mm  mt. max  int Iis","public"
3172,647,"UMLClass.28"," shoppIngcarti — Shoppingcart getltems getSum getSpendingLimit setSumsum double setSpendingLimitlimit double addltemitem Item","public"
3173,647,"UMLClass.29"," Useri) — User setldid  string setPasswordpassword  string setNamename string setEmailemail string setTypeltype ShopperType) setMemberisMember bool getld getPassword getName getEmail getTypel) ShopperType getMember getShoppingcart operator >>.stream ","public"
3174,647,"UMLClass.30"," OOkU BookTitle  string Author string. hasEbook  bool StockQty int BookTitle  string Author string. hasEbook  bool StockQty mt. pPrice  double. ePrice  double Book getAuthor setAuthorAuthor string* operator >>.is  istream&. obj  Book& operator <<os  ","public"
3175,647,"UMLClass.31"," r1usIci MusicTitle  string Artist string. hasEmusic  bool. StockQty int MusicTitle  string Artist string. hasEmusic  bool. StockQty mt. pPrice  double. ePrice  double Music getArtist setArtistArtist string* operator >>.is  istream&. obj  Music& oper","public"
3176,647,"UMLClass.32"," lIIerarseIxceptPonLmsg  const strlngat) FileparseException what","public"
3177,647,"UMLClass.33"," frIIeNotounabxceptIonims9 const strInga) — FileNotFoundException what","public"
3502,687,"UMLClass.24","Account","public"
3503,687,"UMLClass.25","Triisaclion","public"
3504,687,"UMLClass.26","Product","public"
3505,687,"UMLClass.27","Person","public"
3506,687,"UMLClass.28","Address","public"
3507,687,"UMLClass.29","EMPTY","public"
3508,687,"UMLClass.30","ManagedFund I","public"
3509,687,"UMLClass.31","Cash 1","public"
3949,726,"UMLClass.24","Co mponentlm p11","public"
3950,726,"UMLClass.25","Component","public"
3951,726,"UMLClass.26","Old Inheritance Tree","public"
3952,726,"UMLClass.27","Co mponentlm p12","public"
3953,726,"UMLClass.28","Building","public"
3954,726,"UMLClass.29","Corn po n e ntH older","public"
3955,726,"UMLClass.30","Unit","public"
4059,736,"UMLClass.24","<<Interface>>","public"
4060,736,"UMLClass.25","CalService","public"
4061,736,"UMLClass.26","EMPTY","public"
4062,736,"UMLClass.27","GetEventsCalendar Time Period)(CreateEventCalendar Event)(CreateCalendarCalendar)(","public"
4063,736,"UMLClass.28","Controller","public"
4064,736,"UMLClass.29","MainView","public"
4065,736,"UMLClass.30","Event","public"
4066,736,"UMLClass.31","EMPTY","public"
4067,736,"UMLClass.32","GetCalendarServicesGetListOfCalendars","public"
4068,736,"UMLClass.33","Show","public"
4069,736,"UMLClass.34","EMPTY","public"
4225,756,"UMLClass.24","Disabler widget","public"
4226,756,"UMLClass.25","Search widget","public"
4227,756,"UMLClass.26","Tabs widget","public"
4228,756,"UMLClass.27","History widget","public"
4229,756,"UMLClass.28","Search Resufts widget","public"
4337,770,"UMLClass.24"," cdUsuatio nmUsuario seriha tpUsuatio• dtlndusae dtAtuelizacae• cdOpedndusao cdOpeiAtualizacsomtStringStringmtDateDatemtmt","public"
4338,770,"UMLClass.25"," cdEquipanento dsEquipanento TpEquipanento dsMarcaEquip dsAtribEquip ruSsia nrPredio dtindusao diAtusiizacao cdOperindusao cdOpecAtuaiizacaontStingntSUingStrtingntntDateDatentnt","public"
4339,770,"UMLClass.26","• cdTpUso nmTpUsu• dtlndusao• dtAtualizacao• cdOpedncJusao cdOpeiAtualizacaomtStringDateDatemtmt","public"
4340,770,"UMLClass.27"," cdTurrma* nmTurrna cdDisiplina cdPrefessv• dtlndusae• dtAtu8lizacao• cdOpedndusao• cdOperAtualizaceoStringmtmtDateDatemtmtmt","public"
4341,770,"UMLClass.28","• cdTurrna cdDsciplina• cd4oario• dtlndusao dtAtuslizacao cxOperIndusae cdOperAtualizacsomtmtmntDateDatemntmnt","public"
4342,770,"UMLClass.29","Itereserva I","public"
4343,770,"UMLClass.30"," aReseiva ResponsaveI dsOcotrencia status nrPrediouso nrSalaUso dtlnicioRes dtPrevDev dtDevolucao dtlndusao dtAtualizacao cdOpetlnclusao cdOpetAtualizacaontmtSffingmtntntDateDatentDateDatentnt","public"
4344,770,"UMLClass.31",")cario","public"
4345,770,"UMLClass.32","Disciplina","public"
4370,776,"UMLClass.24","<<s in q I et on>>D at aS o u rc eM an age r","public"
4371,776,"UMLClass.25",".<interface>>ID t aS a u rc e Paxm et e rs","public"
4372,776,"UMLClass.26",". <I nt e rface>ID t aSou rc e","public"
4373,776,"UMLClass.27","<<Interface>>ID at aSt a re Param et ers","public"
4374,776,"UMLClass.28"," < i nt e riac e>>Observable","public"
4375,776,"UMLClass.29","<.d nt en ate>>lDataStore","public"
4376,776,"UMLClass.30","i nt e riac e>>ID at aC o lie ct io n","public"
4377,776,"UMLClass.31","nt erfate>>It e rat or","public"
4378,776,"UMLClass.32","<i nt eniate>>Collection","public"
4379,776,"UMLClass.33","EMPTY","public"
4407,780,"UMLClass.24","Voiture","public"
4408,780,"UMLClass.25","Client","public"
4409,780,"UMLClass.26","ClientAdapter","public"
4410,780,"UMLClass.27","DataFabrication","public"
4411,780,"UMLClass.28","DatarMianager","public"
4412,780,"UMLClass.29","VoitureAdapter","public"
4413,781,"UMLClass.24","ClientActivity","public"
4414,781,"UMLClass.25","SérialisationClientvehicule","public"
4415,781,"UMLClass.26","Client","public"
4416,781,"UMLClass.27","Park.Voiture","public"
4417,781,"UMLClass.28","Fabrication","public"
4418,781,"UMLClass.29","Parck’ehicuIe","public"
4419,781,"UMLClass.30","VehiculeAdapter","public"
4420,781,"UMLClass.31","DataClientVehicu I e","public"
4478,788,"UMLClass.24","<<Java Class>>G MaConsoleUNKNOWNdefault package","public"
4479,788,"UMLClass.25","<<Java Enumeration>>o NameUNKNOWNdefauh package","public"
4480,788,"UMLClass.26","<<Java Enumeration>>OTartineUNKNOWNdefault package","public"
4481,788,"UMLClass.27","<<Java Class>>e ErratiqueUNKNOWNdefault pa&age","public"
4482,788,"UMLClass.28","ErratiqueString CaseLofLo seDepIacervoIdo mangerCommestibleo cycleDeVleOvoldo dessinerObjetGraphics","public"
4483,788,"UMLClass.29","<<Java Class>>E CommestibleUNKNOWNdefau’t package","public"
4484,788,"UMLClass.30","<<Java Class>>GSa iso n 1UNKNOWNdefault package","public"
4485,788,"UMLClass.31","dCommestible• donneEnergieNeuneu0 getEnergie","public"
4486,788,"UMLClass.32","<<Java Class>>€NeuneuUNKNOWNdefault pa&age","public"
4487,788,"UMLClass.33","<<Java Class>>Vo raceUNKNOWNdefault package","public"
4488,788,"UMLClass.34","EVoraceStnng CaseLofL• seDepIacervoido mangerCommestible• dessnerObjetGraphcs","public"
4489,788,"UMLClass.35","<<Java Class>>GLapinUNKNOWNdefault package","public"
4490,788,"UMLClass.36","<<Java Class>>CannibaIeUNKNOWNdefault package","public"
4491,788,"UMLClass.37","dbpinString CaseLoft• sebeplacerOvold• mangeiCommestibIe• cycleoeVièQvoidQ dessinerObjetGaphics","public"
4492,788,"UMLClass.38","dcannibaleStringCaseLofto seDeplacerOvold‘ mangerCommestiblek cycleDeVleOvold\\Q’1essinerObJetGraphIcs","public"
4493,788,"UMLClass.39","<<Java Class>>GLoftUNKNOWNdefault package","public"
4494,788,"UMLClass.40","<<Java Class>>G LoftPanelUNKNOWNdefault package","public"
4495,788,"UMLClass.41","<<Java Class>>GCaseUNKNOWNdefault package","public"
4496,788,"UMLClass.42","<<Java Class>>0 ZoneGraph iq ueUNKNOWNdefault padage","public"
4497,788,"UMLClass.43","ELoftPanelLinkedList<ObjetDessinable>","public"
4498,788,"UMLClass.44","<<Java Class>>G NourritureUNKNOWNdefault package","public"
4499,788,"UMLClass.45","<<Java Interface>>O ObjetDessinableUNKNOWNdefau’t package","public"
4500,788,"UMLClass.46","o dessinerObjetGraphics","public"
4559,795,"UMLClass.24","Article","public"
4560,795,"UMLClass.25","EMPTY","public"
4561,795,"UMLClass.26","EMPTY","public"
4562,795,"UMLClass.27","Shoppinglist","public"
4563,795,"UMLClass.28","Store","public"
4564,795,"UMLClass.29","Purchasehistory","public"
4626,801,"UMLClass.24","NOTE1. Relations between business logicand persistent object were notmarked in the diagram.2. Classes with yellow background are not actuallyphp classes but common php script files.3. The brief order of dependency in add.phpand edit.php has been mark","public"
4627,801,"UMLClass.25","ezcomFormTool","public"
4628,801,"UMLClass.26","ezcomAddCommentTool","public"
4629,801,"UMLClass.27","ezcomEditCommertTooI","public"
4630,801,"UMLClass.28","EMPTY","public"
4631,801,"UMLClass.29","ezcomCookieManger","public"
4632,801,"UMLClass.30","edit.php","public"
4633,801,"UMLClass.31","ezcomCommentManager","public"
4634,801,"UMLClass.32","ezcomPermi ss ion","public"
4635,801,"UMLClass.33","delete.php","public"
4636,801,"UMLClass.34","ezcomUtility","public"
4637,801,"UMLClass.35","ezcomCommonCommentManager","public"
4638,801,"UMLClass.36","ezcomSubscriptionManager","public"
4639,801,"UMLClass.37","activate.php","public"
4640,801,"UMLClass.38","cronjob—ezcomclearsubscription.php","public"
4641,801,"UMLClass.39","eZPersistentObject","public"
4642,801,"UMLClass.40","cronjob—ezcomhandlenotification.php","public"
4643,801,"UMLClass.41","ezcomNotificationManager","public"
4644,801,"UMLClass.42","ezcomComment","public"
4645,801,"UMLClass.43","ezcomSubscriber","public"
4646,801,"UMLClass.44","ezcomSubscription","public"
4647,801,"UMLClass.45","ezcomNotification","public"
4648,801,"UMLClass.46","ezcomNotificationEmaAlManager","public"
4709,808,"UMLClass.24","orti. apache.tools. ant.types.DataType","public"
4710,808,"UMLClass.25","ImeqeOperetion","public"
4711,808,"UMLClass.26","Trans formOeration","public"
4712,808,"UMLClass.27","BesicShepe","public"
4713,808,"UMLClass.28","Text","public"
4714,808,"UMLClass.29","Draw","public"
4715,808,"UMLClass.30","Scale","public"
4716,808,"UMLClass.31","Arc","public"
4717,808,"UMLClass.32","Rotate","public"
4718,808,"UMLClass.33","Rectancile","public"
4719,808,"UMLClass.34","Ellipse","public"
4720,808,"UMLClass.35","ColorMapper","public"
4721,808,"UMLClass.36","EMPTY","public"
4760,813,"UMLClass.24","CalenderOverview","public"
4761,813,"UMLClass.25","Event","public"
4762,813,"UMLClass.26","Calender","public"
4763,813,"UMLClass.27","Message","public"
4764,813,"UMLClass.28","User","public"
4765,813,"UMLClass.29","Invitation","public"
4766,813,"UMLClass.30","<<Enum>Response","public"
4767,814,"UMLClass.24","Assignmentl","public"
4768,814,"UMLClass.25","Environment","public"
4769,814,"UMLClass.26","View","public"
4770,814,"UMLClass.27","Position","public"
4771,814,"UMLClass.28","<<Agent>>","public"
4772,814,"UMLClass.29","PredatorPolicyEvaluation","public"
4773,814,"UMLClass.30","Prey I","public"
4774,814,"UMLClass.31","EMPTY","public"
4775,814,"UMLClass.32","PredatorRand4m","public"
4776,814,"UMLClass.33","EMPTY","public"
4777,814,"UMLClass.34","PredatorPolicyEvaluationNewRep","public"
4778,814,"UMLClass.35","PredatorPolicylteration","public"
4779,814,"UMLClass.36","PolicyiterationPart","public"
4780,814,"UMLClass.37","PredatorValuelterationNewRep","public"
4781,814,"UMLClass.38","StateRepresentation","public"
4782,815,"UMLClass.24","Assigriment2","public"
4783,815,"UMLClass.25","Environment","public"
4784,815,"UMLClass.26","View","public"
4785,815,"UMLClass.27","StateRepresentation","public"
4786,815,"UMLClass.28","Position","public"
4787,815,"UMLClass.29","<<Agent>>","public"
4788,815,"UMLClass.30","Prey","public"
4789,815,"UMLClass.31","PredatorQLearning","public"
4790,815,"UMLClass.32","PredatorOnPolicy","public"
4791,815,"UMLClass.33","Predatoroffpolicy","public"
4792,816,"UMLClass.24","EMPTY","public"
4793,816,"UMLClass.25","EMPTY","public"
4794,816,"UMLClass.26","EMPTY","public"
4869,825,"UMLClass.24","rndfs.cIienLapLFiIeQueIy","public"
4870,825,"UMLClass.25","mdfs.clientparser.JSONHeaderCreator","public"
4871,825,"UMLClass.26","mclfs.LIhIs.io.SockelF unchons","public"
4872,825,"UMLClass.27","mdfs.uhls.io.SockelFactory","public"
4873,825,"UMLClass.28","mdfs.clientapi.FiIeQ uerylmpl","public"
4874,825,"UMLClass.29","nldfs.LIUIs.parser.FileNameOperalions","public"
4875,826,"UMLClass.24","nidfs.uliIs.Verbose","public"
4876,826,"UMLClass.25","mdfs. ulils.Conhg","public"
